City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Ust-Kulom,RU,61.6864,53.6902,0.88,93,100,10.07,snow
349,Winnemucca,US,40.973,-117.7357,26.6,80,90,4.61,overcast clouds
350,Leh,IN,34.1667,77.5833,12.18,79,100,1.12,overcast clouds
351,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,15.8,48,84,6.71,broken clouds
352,Duluth,US,46.7833,-92.1066,19.4,86,90,7.27,light snow
353,Chumikan,RU,54.7183,135.315,-5.8,80,55,13.42,broken clouds
354,Cabo San Lucas,MX,22.8909,-109.9124,64.0,82,1,12.66,clear sky
355,Coihaique,CL,-45.5752,-72.0662,48.2,76,0,2.3,clear sky
356,Bell Ville,AR,-32.6259,-62.6887,78.31,61,0,8.39,clear sky
357,Jiuquan,CN,39.7432,98.5174,24.13,80,97,1.92,overcast clouds
358,Karpathos,GR,35.507,27.2132,59.0,63,41,18.41,scattered clouds
359,Ambanja,MG,-13.6833,48.45,77.0,85,75,2.3,broken clouds
360,Ullapool,GB,57.8987,-5.1604,34.0,19,33,1.99,scattered clouds
361,Coahuayana,MX,18.7333,-103.6833,71.44,81,98,2.68,overcast clouds
362,Riyadh,SA,24.6877,46.7219,44.6,39,0,3.0,clear sky
363,Hornepayne,CA,49.2138,-84.7705,-4.0,92,0,3.0,clear sky
364,Cappelle-La-Grande,FR,50.9998,2.3585,37.0,88,0,5.01,clear sky
365,San Carlos,VE,9.6612,-68.5827,75.0,77,71,3.15,broken clouds
366,Gikongoro,RW,-2.464,29.5739,56.17,92,100,2.17,overcast clouds
367,Calabozo,VE,8.9242,-67.4293,79.61,64,33,7.85,scattered clouds
368,Lorengau,PG,-2.0226,147.2712,85.39,63,67,3.47,broken clouds
369,Puerto Escondido,MX,15.85,-97.0667,76.59,75,100,2.59,overcast clouds
370,Katsuura,JP,35.1333,140.3,44.01,93,75,21.85,light rain
371,Rovenki,UA,48.0833,39.3776,33.4,90,100,11.36,overcast clouds
372,Uporovo,RU,56.3109,66.2693,-29.96,82,59,6.6,broken clouds
373,Denpasar,ID,-8.65,115.2167,86.0,74,40,10.36,scattered clouds
374,Kungalv,SE,57.871,11.9805,35.01,90,91,1.99,overcast clouds
375,Dwarka,IN,22.2394,68.9678,71.35,36,0,13.49,clear sky
376,Hanchuan,CN,30.65,113.7667,48.2,81,40,11.18,scattered clouds
377,Altotonga,MX,19.7667,-97.2333,58.08,50,100,6.76,overcast clouds
378,Nishihara,JP,26.1842,127.7558,68.0,60,20,18.41,few clouds
379,Bathsheba,BB,13.2167,-59.5167,78.8,69,40,14.97,scattered clouds
380,San Patricio,US,28.017,-97.5169,69.8,100,90,6.91,mist
381,Lata,PT,40.1629,-8.3327,52.0,91,72,6.64,broken clouds
382,Plettenberg Bay,ZA,-34.0527,23.3716,65.23,78,99,11.43,light rain
383,Ust-Maya,RU,60.4167,134.5333,-41.69,78,100,4.7,overcast clouds
384,Kampot,KH,10.6167,104.1833,84.2,69,40,12.66,scattered clouds
385,Hami,CN,42.8,93.45,24.69,83,94,9.46,overcast clouds
386,Marawi,PH,7.9986,124.2928,82.99,79,99,5.01,overcast clouds
387,Alpena,US,45.0617,-83.4327,8.6,92,1,4.45,clear sky
388,Praia,CV,14.9215,-23.5087,69.8,83,0,19.57,clear sky
389,Hovd,MN,48.0056,91.6419,12.4,56,17,9.4,few clouds
390,Mogadouro,PT,41.3403,-6.7119,44.01,85,60,4.0,broken clouds
391,Seoul,KR,37.5683,126.9778,50.0,50,0,6.91,clear sky
392,Pierre,US,44.3683,-100.351,23.0,93,1,6.91,mist
393,Herat,AF,34.5,62.0,32.2,75,0,3.74,clear sky
394,Nayoro,JP,44.3506,142.4578,26.35,90,0,7.63,clear sky
395,Montego Bay,JM,18.4712,-77.9188,77.0,83,20,3.44,few clouds
396,Salym,RU,60.0625,71.4789,-45.51,78,41,1.92,scattered clouds
397,Brownsville,US,25.9018,-97.4975,73.0,94,90,11.5,overcast clouds
398,Loreto,MX,22.2667,-101.9667,57.56,41,65,3.18,broken clouds
399,Flexeiras,BR,-9.1975,-35.7808,73.4,94,40,1.14,scattered clouds
400,Alekseyevka,RU,50.6309,38.6903,34.81,95,100,10.58,overcast clouds
401,Horsham,GB,51.064,-0.3272,34.0,100,0,1.14,clear sky
402,Inhambane,MZ,-23.865,35.3833,80.53,86,100,14.45,overcast clouds
403,Berlevag,NO,70.8578,29.0864,19.02,94,98,24.85,light snow
404,Narsaq,GL,60.9167,-46.05,28.4,26,0,25.32,clear sky
405,Jalu,LY,29.0331,21.5482,48.25,49,0,8.95,clear sky
406,Kyren,RU,51.6828,102.1408,10.35,89,100,1.1,light snow
407,Linjiang,CN,41.8069,126.9078,37.22,76,0,0.78,clear sky
408,Teya,RU,60.3778,92.6267,-11.24,87,100,1.77,overcast clouds
409,Ketchikan,US,55.3422,-131.6461,33.8,100,90,4.61,moderate rain
410,Beringovskiy,RU,63.05,179.3167,-4.16,88,95,3.2,overcast clouds
411,Mmabatho,ZA,-25.85,25.6333,71.6,60,0,10.36,clear sky
412,Cortes,ES,41.9395,-1.4396,53.6,76,75,26.46,light intensity drizzle
413,Mahajanga,MG,-15.7167,46.3167,73.4,94,20,2.3,few clouds
414,Bacolod,PH,10.6667,122.95,83.98,72,94,8.25,overcast clouds
415,Atikokan,CA,48.7555,-91.6216,12.9,95,99,8.93,overcast clouds
416,Santa Maria,BR,-29.6842,-53.8069,75.2,88,0,8.05,clear sky
417,College,US,64.8569,-147.8028,21.0,78,75,3.11,broken clouds
418,Zhigansk,RU,66.7697,123.3711,-51.75,74,53,4.43,broken clouds
419,Cap-Aux-Meules,CA,47.3821,-61.8597,24.8,63,77,16.11,broken clouds
420,Ahipara,NZ,-35.1667,173.1667,70.72,69,3,10.56,clear sky
421,Ugoofaaru,MV,5.6667,73.0,82.56,72,13,10.31,few clouds
422,Shiyan,CN,32.6475,110.7781,42.8,77,100,4.43,overcast clouds
423,La Asuncion,VE,11.0333,-63.8628,75.65,87,0,11.99,clear sky
424,Viljandi,EE,58.3639,25.59,39.0,93,90,6.91,overcast clouds
425,Kavieng,PG,-2.5744,150.7967,85.17,64,87,6.58,overcast clouds
426,Sola,VU,-13.8833,167.55,86.0,84,75,5.75,broken clouds
427,Midland,US,31.9974,-102.0779,53.6,94,1,10.36,clear sky
428,Sisimiut,GL,66.9395,-53.6735,16.3,78,0,4.63,clear sky
429,Totness,SR,5.8833,-56.3167,77.13,88,100,10.78,overcast clouds
430,Labuhan,ID,-6.8844,112.2051,84.47,71,100,6.2,overcast clouds
431,Manaure,CO,11.7751,-72.4445,78.69,77,33,15.95,scattered clouds
432,Lesnoy,RU,57.6198,63.0784,-24.23,86,90,7.29,overcast clouds
433,Kruisfontein,ZA,-34.0033,24.7314,64.99,91,100,8.01,overcast clouds
434,Tagab,AF,34.855,69.6492,26.6,36,0,9.22,clear sky
435,Chapais,CA,49.7834,-74.8492,-0.4,78,90,13.8,overcast clouds
436,Pizarro,CO,4.9533,-77.366,76.05,90,97,4.41,light rain
437,Matadi,CD,-5.8167,13.45,74.64,91,100,1.25,light rain
438,Antalaha,MG,-14.9003,50.2788,77.54,83,99,4.9,overcast clouds
439,Makakilo City,US,21.3469,-158.0858,80.6,57,20,10.36,few clouds
440,Manta,EC,-0.95,-80.7333,78.8,83,75,3.44,broken clouds
441,Okhotsk,RU,59.3833,143.3,-10.28,81,100,10.45,overcast clouds
442,Waipawa,NZ,-41.4122,175.5153,68.0,64,63,29.93,broken clouds
443,Pochutla,MX,15.7432,-96.4661,72.05,77,100,1.92,overcast clouds
444,Viesca,MX,25.35,-102.8,71.6,26,40,3.02,scattered clouds
445,Santa Rosa,PH,14.3122,121.1114,87.01,70,75,6.91,broken clouds
446,Povorino,RU,51.1945,42.2457,33.76,97,100,11.5,snow
447,Ancud,CL,-41.8697,-73.8203,54.0,76,0,16.11,clear sky
448,Itarema,BR,-2.9248,-39.9167,80.22,77,100,9.26,overcast clouds
449,Ankazoabo,MG,-22.2833,44.5167,77.09,73,100,0.65,overcast clouds
450,Matara,LK,5.9485,80.5353,80.28,72,32,6.13,scattered clouds
451,Nome,US,64.5011,-165.4064,24.8,86,90,7.85,light snow
452,Kendari,ID,-3.945,122.4989,88.16,59,100,2.04,overcast clouds
453,Sarany,RU,58.5,58.8833,-12.71,91,100,4.18,light snow
454,Fort Pierce,US,27.4467,-80.3256,71.01,94,90,3.44,overcast clouds
455,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.89,85,30,9.06,scattered clouds
456,Anchorage,US,61.2181,-149.9003,33.8,80,90,3.89,overcast clouds
457,Moroni,KM,-11.7022,43.2551,80.53,71,100,2.86,overcast clouds
458,Kholtoson,RU,50.2981,103.3097,8.1,91,100,3.06,light snow
459,Adrar,MR,20.5022,-10.0711,61.11,24,0,9.57,clear sky
460,Waddan,LY,29.1614,16.139,50.49,46,0,4.68,clear sky
461,Chlumec Nad Cidlinou,CZ,50.1544,15.4603,32.0,100,90,3.49,mist
462,Zwedru,LR,6.0667,-8.1281,70.77,98,30,2.24,scattered clouds
463,Homestead,US,25.4687,-80.4776,66.2,88,1,3.69,clear sky
464,Quatre Cocos,MU,-20.2078,57.7625,84.0,94,40,2.3,scattered clouds
465,Teguldet,RU,57.3064,88.1667,-13.97,89,100,5.66,overcast clouds
466,Boende,CD,-0.2167,20.8667,71.56,88,64,2.44,broken clouds
467,Vinh,VN,18.6667,105.6667,70.41,74,28,4.29,scattered clouds
468,Ailigandi,PA,9.2333,-78.0167,79.29,78,100,10.96,overcast clouds
469,Bressuire,FR,46.9167,-0.5,30.99,95,100,6.06,overcast clouds
470,Morlaix,FR,48.5833,-4.0,41.0,87,75,10.36,broken clouds
471,Aklavik,CA,68.2191,-135.0107,-18.4,76,87,9.22,overcast clouds
472,Giyani,ZA,-23.3025,30.7187,71.44,94,100,15.84,moderate rain
473,Itum-Kale,RU,42.7356,45.5758,33.46,61,0,7.09,clear sky
474,Soyo,AO,-6.1349,12.3689,76.06,89,100,4.74,moderate rain
475,Sunyani,GH,7.3399,-2.3268,65.68,38,2,2.06,clear sky
476,Tigre,AR,-34.426,-58.5796,81.0,69,0,10.36,clear sky
477,Mehamn,NO,71.0357,27.8492,18.75,92,99,24.34,light snow
478,Chupa,RU,66.27,33.0549,16.68,97,99,2.84,light snow
479,Dillon,US,34.4166,-79.3712,37.0,80,1,3.44,clear sky
480,Ndele,CF,8.4109,20.6473,74.3,20,97,4.81,overcast clouds
481,Qiongshan,CN,20.0058,110.3542,69.8,94,75,6.71,mist
482,Beyneu,KZ,45.3167,55.2,34.65,93,100,8.84,overcast clouds
483,Sayyan,YE,15.1718,44.3244,45.9,52,1,1.45,clear sky
484,San Joaquin,US,37.9333,-121.3011,51.01,76,1,4.0,clear sky
485,Agua Preta,BR,-8.7075,-35.5306,71.46,94,43,3.69,scattered clouds
486,Pisco,PE,-13.7,-76.2167,71.6,78,20,8.05,few clouds
487,Vylkove,UA,45.4021,29.586,48.6,79,100,19.01,overcast clouds
488,Lerwick,GB,60.1545,-1.1494,39.2,75,40,11.5,scattered clouds
489,Dauriya,RU,49.9333,116.8667,10.0,91,99,6.4,overcast clouds
490,Camacha,PT,33.0833,-16.3333,60.8,94,40,4.61,scattered clouds
491,Shimoda,JP,34.6667,138.95,44.6,93,75,33.38,broken clouds
492,Murgab,TM,37.4966,61.9714,26.6,86,0,9.22,clear sky
493,Kuybyshevskiy Zaton,RU,55.1593,49.1701,24.8,93,90,8.95,heavy intensity drizzle
494,Ulladulla,AU,-35.35,150.4667,98.6,34,14,14.97,few clouds
495,Nelson Bay,AU,-32.7167,152.15,99.0,16,24,6.91,few clouds
496,Mae Sot,TH,16.7167,98.5667,73.4,64,0,2.39,clear sky
497,Requena,ES,39.4883,-1.1004,66.2,52,20,29.93,few clouds
498,Marseille,FR,43.3333,5.5,46.0,84,100,7.0,overcast clouds
499,Natal,BR,-5.795,-35.2094,78.8,78,40,9.22,scattered clouds
500,Verkhnyaya Inta,RU,65.9811,60.3094,-9.29,82,100,11.59,overcast clouds
501,Nalut,LY,30.3333,10.85,45.61,61,0,5.5,clear sky
502,Duncan,US,34.5023,-97.9578,48.2,87,90,11.5,fog
503,Ambatondrazaka,MG,-17.8333,48.4167,69.98,84,17,1.12,few clouds
504,Mansa,IN,29.9833,75.3833,52.92,71,0,5.39,clear sky
505,Svetlogorsk,BY,52.6333,29.7333,34.2,97,100,11.74,overcast clouds
506,Bolobo,CD,-2.1667,16.2333,72.86,91,100,2.66,overcast clouds
507,Camabatela,AO,-8.1881,15.375,61.23,100,100,2.42,overcast clouds
508,Severomuysk,RU,56.1481,113.4267,-8.81,90,99,1.99,overcast clouds
509,Bow Island,CA,49.8668,-111.3684,8.6,85,90,10.36,overcast clouds
510,Amapa,BR,1.0,-52.0,70.57,98,29,1.77,scattered clouds
511,Aksu,CN,41.1231,80.2644,26.87,76,0,4.29,clear sky
512,Ola,RU,59.5833,151.2833,-10.48,82,91,10.92,overcast clouds
513,Carutapera,BR,-1.195,-46.02,78.33,84,95,7.14,overcast clouds
514,Comodoro Rivadavia,AR,-45.8667,-67.5,57.2,77,0,2.3,clear sky
515,Aquin,HT,18.2833,-73.4,75.42,82,22,3.83,few clouds
516,Sobolevo,RU,54.4299,31.8996,32.76,96,98,14.67,overcast clouds
517,Teguise,ES,29.0605,-13.564,62.6,82,0,6.91,clear sky
518,Togul,RU,53.465,85.9128,7.29,95,100,9.71,light snow
519,Zapolyarnyy,RU,69.4154,30.8136,3.2,72,40,5.75,scattered clouds
520,Halifax,CA,44.6453,-63.5724,21.2,86,63,9.22,broken clouds
521,Kerrobert,CA,51.9168,-109.1348,-16.6,83,40,6.91,scattered clouds
522,La Orilla,MX,17.9833,-102.2333,74.71,86,100,3.11,overcast clouds
523,Tumut,AU,-35.3,148.2167,102.2,7,0,10.36,clear sky
524,Safaga,EG,26.7292,33.9365,55.4,44,0,10.36,clear sky
525,Port-Gentil,GA,-0.7193,8.7815,80.49,77,99,8.97,overcast clouds
526,Mayo,US,38.8876,-76.5119,28.4,50,1,6.91,clear sky
527,Mahibadhoo,MV,3.7833,72.9667,83.26,68,67,9.51,broken clouds
528,Garowe,SO,8.4054,48.4845,62.47,81,51,9.42,broken clouds
529,Novoagansk,RU,61.9449,76.6625,-45.49,78,90,5.57,overcast clouds
530,Oistins,BB,13.0667,-59.5333,78.8,69,40,14.97,scattered clouds
531,Sosva,RU,59.1766,61.8558,-22.36,85,99,6.71,overcast clouds
532,Caucaia,BR,-3.7361,-38.6531,82.4,78,75,12.66,broken clouds
533,Geraldton,AU,-28.7667,114.6,77.0,53,14,13.8,few clouds
534,Ankang,CN,32.68,109.0172,43.0,54,100,3.56,overcast clouds
535,Chimoio,MZ,-19.1164,33.4833,69.8,100,75,6.93,broken clouds
536,Huarmey,PE,-10.0681,-78.1522,71.46,78,93,5.88,overcast clouds
537,Kavaratti,IN,10.5669,72.642,81.37,74,88,10.83,overcast clouds
538,Lethem,GY,3.3803,-59.7968,77.02,77,61,8.72,broken clouds
539,Bardiyah,LY,31.7561,25.0865,53.08,54,0,11.34,clear sky
540,Lengshuitan,CN,26.4111,111.5956,65.5,40,2,1.66,clear sky
541,Sinnamary,GF,5.3833,-52.95,77.32,89,100,11.74,overcast clouds
542,Bar Harbor,US,44.3876,-68.2039,16.0,62,1,13.8,clear sky
543,Mount Gambier,AU,-37.8333,140.7667,102.2,10,100,17.27,overcast clouds
544,Jumla,NP,29.2747,82.1838,47.91,31,0,3.51,clear sky
545,Payson,US,40.0444,-111.7321,35.6,69,90,5.75,overcast clouds
546,Namatanai,PG,-3.6667,152.4333,86.34,58,81,5.95,broken clouds
547,San Cristobal,VE,7.7669,-72.225,65.37,81,75,2.35,broken clouds
548,Valenca,BR,-13.3703,-39.0731,72.5,89,100,2.42,light rain
549,Nisia Floresta,BR,-6.0911,-35.2086,78.8,78,40,9.22,scattered clouds
550,Thunder Bay,CA,48.4001,-89.3168,21.99,93,90,2.3,light snow
551,Kenai,US,60.5544,-151.2583,33.8,86,90,4.61,light rain
552,Manokwari,ID,-0.8667,134.0833,82.74,74,100,5.59,heavy intensity rain
553,Ballina,AU,-28.8667,153.5667,82.4,65,40,12.66,scattered clouds
554,Te Anau,NZ,-45.4167,167.7167,55.92,86,100,7.09,overcast clouds
555,Ryotsu,JP,38.0833,138.4333,44.6,70,75,3.44,broken clouds
556,Tatawin,TN,32.9297,10.4518,50.0,50,0,6.91,clear sky
557,Changping,CN,40.2186,116.2197,37.99,44,0,4.47,clear sky
558,Ahuimanu,US,21.4447,-157.8378,78.8,73,75,19.57,light rain
559,Biak,ID,-0.9131,122.8766,81.93,74,100,4.03,light rain
560,Kunashak,RU,55.7032,61.5498,-9.4,77,40,8.95,light snow
561,Vestmanna,FO,62.1564,-7.1664,33.8,93,40,2.3,light snow
562,Choix,MX,26.7092,-108.3219,63.36,64,22,2.04,few clouds
563,Daru,PG,-9.0763,143.2092,82.04,82,100,7.85,overcast clouds
564,Buraydah,SA,26.326,43.975,44.6,53,0,3.44,clear sky
565,Dharchula,IN,29.85,80.5333,59.56,31,0,1.63,clear sky
566,Augusto Correa,BR,-1.0217,-46.635,76.86,88,66,4.05,broken clouds
567,Bani,DO,18.2833,-70.3333,77.0,79,13,4.0,few clouds
568,Tateyama,JP,34.9833,139.8667,44.01,100,100,10.0,light rain
569,Anjiang,CN,27.3194,110.1031,49.41,78,100,1.12,overcast clouds
570,Nizhniy Kuranakh,RU,58.8353,125.4869,-28.1,80,48,2.42,scattered clouds
571,Sinnai,IT,39.3042,9.2036,57.2,72,20,8.05,few clouds
572,Hay River,CA,60.8156,-115.7999,-18.4,69,6,3.44,clear sky
573,Yangambi,CD,0.8102,24.4336,70.77,76,100,1.54,overcast clouds
574,Tahta,EG,26.7693,31.5021,42.8,70,0,4.61,clear sky
575,Kumluca,TR,36.3703,30.2869,52.99,64,100,2.98,overcast clouds
576,Bafra,TR,41.5678,35.9069,46.4,31,0,8.05,clear sky
577,Beaverlodge,CA,55.2166,-119.4361,8.6,85,90,6.91,light snow
578,Pitimbu,BR,-7.4706,-34.8086,75.2,94,0,2.3,clear sky
579,Hamada,JP,34.8833,132.0833,46.4,87,75,9.22,broken clouds
580,West Bay,KY,19.3667,-81.4167,78.01,88,20,6.91,few clouds
581,Llangefni,GB,53.2556,-4.3106,37.4,75,90,11.5,moderate rain
582,Port Moresby,PG,-9.4431,147.1797,89.6,66,40,11.5,haze
583,Bilma,NE,18.6853,12.9164,53.26,34,3,10.02,clear sky
584,Mangrol,IN,21.1167,70.1167,69.33,59,0,7.49,clear sky
585,Kermanshah,IR,34.3142,47.065,21.2,79,0,2.3,clear sky
586,Kilinochchi,LK,9.3961,80.3982,79.25,68,97,9.69,overcast clouds
587,Mopipi,BW,-21.1833,24.8833,71.89,64,30,7.38,scattered clouds
588,Vangaindrano,MG,-23.35,47.6,77.77,87,0,3.24,clear sky
589,Marang,MY,5.2056,103.2059,80.6,83,40,2.3,scattered clouds
590,Nha Trang,VN,12.25,109.1833,80.6,57,0,11.5,clear sky
591,Svetlopolyansk,RU,59.4184,52.3605,10.31,96,100,7.34,light snow
592,Kasongo-Lunda,CD,-6.4667,16.8167,70.27,94,100,1.41,moderate rain
593,Ostersund,SE,63.1792,14.6357,14.0,92,90,3.44,light snow
594,Biella,IT,45.5871,8.0859,37.0,80,48,5.03,scattered clouds
595,Eagle Pass,US,28.7091,-100.4995,62.01,90,76,7.0,broken clouds
596,Pauri,IN,30.15,78.7833,50.0,81,40,3.44,mist
597,Vila,PT,42.0304,-8.1588,46.0,95,100,8.48,overcast clouds
598,Kon Tum,VN,14.35,108.0,83.7,48,0,3.38,clear sky
599,Labytnangi,RU,66.6572,66.4183,-40.0,80,25,4.54,scattered clouds
600,Mareeba,AU,-17.0,145.4333,88.0,58,75,12.66,broken clouds
601,The Valley,AI,18.217,-63.0578,77.0,83,20,4.61,few clouds
602,Potsdam,DE,52.3989,13.0657,33.01,95,100,5.03,overcast clouds
603,Shenjiamen,CN,29.9576,122.298,44.87,89,98,13.4,overcast clouds
604,Kapoeta,SS,4.7717,33.5903,78.94,51,52,12.33,broken clouds
605,Kralendijk,BQ,12.15,-68.2667,78.8,83,40,13.8,scattered clouds
606,Chinhoyi,ZW,-17.3667,30.2,63.36,97,100,4.18,light rain
607,Hrinova,SK,48.5779,19.5257,34.0,74,100,3.96,overcast clouds
608,General Cepeda,MX,25.3833,-101.45,60.8,44,40,1.81,scattered clouds
609,Forbes,AU,-33.3833,148.0167,102.0,12,13,8.21,few clouds
610,Manggar,ID,-2.8833,108.2667,84.27,71,100,8.43,light rain
611,Kindu,CD,-2.95,25.95,70.43,96,100,2.13,overcast clouds
612,Soure,BR,-0.7167,-48.5233,78.62,85,72,8.72,light rain
613,Ondangwa,NA,-17.9167,15.95,73.4,83,100,4.61,overcast clouds
614,Mugumu,TZ,-1.85,34.7,56.01,96,96,3.71,overcast clouds
615,Concepcion Del Uruguay,AR,-32.4825,-58.2372,79.0,66,0,1.99,clear sky
616,Saint-Augustin,CA,51.226,-58.6502,27.09,98,100,3.11,light snow
617,Itoman,JP,26.1247,127.6694,68.0,60,20,18.41,few clouds
618,Lasa,IT,46.6166,10.7002,27.0,100,41,4.54,scattered clouds
619,Kahului,US,20.8947,-156.47,77.0,61,1,18.41,clear sky
620,Puerto Carreno,CO,6.189,-67.4859,77.74,80,99,3.78,overcast clouds
621,Yeppoon,AU,-23.1333,150.7333,77.0,78,75,10.36,broken clouds
622,Lawrenceville,US,33.9562,-83.988,48.0,65,90,3.44,overcast clouds
623,Dongning,CN,44.0622,131.1207,32.04,89,0,1.99,clear sky
624,Surgut,RU,61.25,73.4167,-52.6,65,40,8.95,mist
625,Mushie,CD,-3.0167,16.9,73.18,87,100,2.84,overcast clouds
626,Saint Anthony,US,45.0205,-93.218,19.0,79,90,9.22,snow
627,Port Augusta,AU,-32.5,137.7667,107.6,10,99,17.27,overcast clouds
628,Along,IN,28.1667,94.7667,58.17,52,94,1.23,overcast clouds
629,Laranjeiras Do Sul,BR,-25.4078,-52.4161,64.2,99,100,4.36,light rain
630,Evensk,RU,61.95,159.2333,-12.21,84,98,7.56,overcast clouds
631,Arman,RU,59.7,150.1667,-10.82,80,98,10.0,overcast clouds
632,Shihezi,CN,44.3,86.0333,18.5,94,100,5.5,overcast clouds
633,Kalianget,ID,-7.05,113.9333,83.64,74,100,8.32,overcast clouds
634,Hobyo,SO,5.3505,48.5268,77.45,66,82,23.15,broken clouds
635,Vodstroy,RU,48.8416,44.5579,33.8,93,0,11.18,clear sky
636,Merauke,ID,-8.4667,140.3333,86.77,66,69,9.64,light rain
637,Iquitos,PE,-3.7481,-73.2472,75.2,94,75,3.44,broken clouds
638,Broome,US,42.2506,-75.833,19.0,67,90,13.8,overcast clouds
639,Auki,SB,-8.7676,160.7034,84.72,66,100,6.98,overcast clouds
640,Ust-Ishim,RU,57.6935,71.1665,-40.38,80,27,2.19,scattered clouds
641,Ghidigeni,RO,46.05,27.5,36.0,100,90,12.66,fog
642,Swift Current,CA,50.2834,-107.8014,-4.0,77,90,6.91,overcast clouds
643,Kuhdasht,IR,33.535,47.6061,34.47,71,0,1.57,clear sky
644,Rio Gallegos,AR,-51.6226,-69.2181,55.4,44,0,5.75,clear sky
645,Saryg-Sep,RU,51.5,95.6,6.96,87,100,0.87,overcast clouds
646,Kununurra,AU,-15.7667,128.7333,87.8,79,99,5.75,overcast clouds
647,Burla,IN,21.5,83.8667,66.2,55,0,2.39,haze
648,Ambulu,ID,-8.345,113.6058,86.11,60,96,5.01,overcast clouds
649,Zabolotiv,UA,48.4705,25.2857,35.83,87,100,3.56,overcast clouds
650,Mzimba,MW,-11.9,33.6,63.25,94,100,3.69,light rain
651,Agirish,RU,61.9247,63.0231,-28.66,84,100,6.02,overcast clouds
652,Camapua,BR,-19.5314,-54.0439,71.96,89,100,6.13,overcast clouds
653,Barcelos,PT,41.5388,-8.6151,53.6,87,20,5.75,few clouds
654,Shubarshi,KZ,48.5872,57.1869,10.42,96,94,8.05,overcast clouds
655,Los Andes,CL,-32.8337,-70.5983,73.0,60,7,6.91,clear sky
656,Birao,CF,10.2849,22.7882,70.34,22,80,9.22,broken clouds
657,Aboso,GH,5.3617,-1.9473,72.5,96,16,2.3,few clouds
658,South River,US,40.4465,-74.386,26.01,52,0,1.01,clear sky
659,Kushmurun,KZ,52.4503,64.6311,-10.68,87,90,5.14,overcast clouds
660,Alegrete,BR,-29.7831,-55.7919,77.56,61,67,8.88,broken clouds
661,Cochrane,CA,51.1834,-114.4687,8.6,85,90,9.22,light snow
662,Liverpool,GB,53.4106,-2.9779,33.01,93,99,3.44,overcast clouds
663,Pemangkat,ID,1.1667,108.9667,81.27,75,100,5.06,overcast clouds
664,Kifri,IQ,34.6959,44.9661,42.37,58,0,4.03,clear sky
665,Akdepe,TM,42.0551,59.3788,32.0,86,0,11.5,clear sky
666,Balkanabat,TM,39.5108,54.3671,33.96,77,100,4.81,overcast clouds
667,Virginia Beach,US,36.8529,-75.978,35.6,41,1,11.5,clear sky
668,Manfredonia,IT,41.6259,15.9094,52.0,64,100,4.0,overcast clouds
669,Sucre,BO,-19.0333,-65.2627,55.65,83,97,5.06,light rain
670,Banff,CA,51.1762,-115.5698,12.2,67,68,5.75,broken clouds
671,Frederico Westphalen,BR,-27.3592,-53.3944,69.01,89,95,8.01,moderate rain
672,Batagay-Alyta,RU,67.8006,130.4114,-36.9,75,96,1.36,overcast clouds
673,Riachao,BR,-7.3619,-46.6172,70.32,82,2,3.85,clear sky
674,Kanke,IN,23.4333,85.3167,59.0,63,1,3.38,haze
675,Rognedino,RU,53.8015,33.5576,33.58,98,100,11.01,overcast clouds
676,Deep River,CA,46.1001,-77.4995,1.4,66,1,6.91,clear sky
677,Khandyga,RU,62.6667,135.6,-43.38,76,100,1.25,overcast clouds
678,Inyonga,TZ,-6.7167,32.0667,62.85,90,100,1.72,overcast clouds
679,Rangia,IN,26.4667,91.6333,60.8,77,40,2.39,mist
680,Vostok,RU,46.4856,135.8833,21.99,90,0,4.34,clear sky
681,General Roca,AR,-39.0333,-67.5833,78.8,41,0,9.22,clear sky
682,Aasiaat,GL,68.7098,-52.8699,11.52,83,46,8.03,scattered clouds
683,Vung Tau,VN,10.346,107.0843,80.08,71,16,8.63,few clouds
684,Temir,KZ,49.1414,57.13,11.46,96,100,10.85,light snow
685,Batagay,RU,67.6333,134.6333,-41.51,78,99,0.51,overcast clouds
686,Kuopio,FI,62.8924,27.677,33.8,93,90,8.05,light snow
687,Rancho Palos Verdes,US,33.7445,-118.387,48.2,81,90,6.06,overcast clouds
688,Touros,BR,-5.1989,-35.4608,77.0,83,20,4.61,few clouds
689,Mnogovershinnyy,RU,53.9353,139.9242,-9.98,82,92,7.9,overcast clouds
690,Kankaanpaa,FI,61.8,22.4167,34.0,100,90,5.75,light rain
691,Qaqortoq,GL,60.7167,-46.0333,28.4,26,0,25.32,clear sky
692,Tiarei,PF,-17.5333,-149.3333,82.4,69,75,6.91,broken clouds
693,Dondo,MZ,-19.6094,34.7431,75.87,81,100,8.21,overcast clouds
694,Coquimbo,CL,-29.9533,-71.3436,62.6,82,20,5.75,few clouds
695,Porto Novo,BJ,6.4965,2.6036,76.01,91,92,4.99,overcast clouds
696,Naples Park,US,26.2617,-81.8093,66.2,88,75,3.44,broken clouds
697,Rizhao,CN,35.4275,119.4553,41.41,66,90,4.25,overcast clouds
698,Phan Thiet,VN,10.9333,108.1,82.65,61,61,5.59,broken clouds
699,Olutanga,PH,7.3106,122.8464,82.18,72,100,5.57,overcast clouds
