City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Okhotsk,RU,2021-01-20 17:55:28,59.3833,143.3,-9.24,81,83,6.29
295,Port Pirie,AU,2021-01-20 17:55:28,-33.1833,138.0167,66.2,55,0,3.44
296,Dicabisagan,PH,2021-01-20 17:55:28,17.0818,122.4157,77.16,90,100,11.81
297,Svetlaya,RU,2021-01-20 17:55:31,46.5389,138.3297,11.32,84,77,5.19
298,Bahia Blanca,AR,2021-01-20 17:55:31,-38.7196,-62.2724,98.85,12,0,9.33
299,Corrales,US,2021-01-20 17:55:32,35.2378,-106.6067,34.0,79,97,3.98
300,Sao Joao Da Barra,BR,2021-01-20 17:53:29,-21.6403,-41.0511,87.8,42,0,18.41
301,Rocha,UY,2021-01-20 17:55:33,-34.4833,-54.3333,81.75,41,0,13.2
302,Hede,CN,2021-01-20 17:55:33,33.7681,120.2517,47.17,96,99,5.5
303,Joaima,BR,2021-01-20 17:55:33,-16.6542,-41.0306,84.09,51,44,8.08
304,Thiruvananthapuram,IN,2021-01-20 17:55:35,8.4833,76.9167,82.4,78,20,3.4
305,Tessalit,ML,2021-01-20 17:55:35,20.1986,1.0114,70.07,18,41,9.33
306,Udachnyy,RU,2021-01-20 17:55:35,66.4167,112.4,-57.17,52,71,2.73
307,Shakiso,ET,2021-01-20 17:55:35,5.75,38.9167,64.4,37,82,4.56
308,Port-De-Bouc,FR,2021-01-20 17:55:35,43.4,4.9833,55.4,76,75,27.63
309,Nsoko,SZ,2021-01-20 17:55:35,-27.0333,31.95,82.4,61,98,13.8
310,Kahului,US,2021-01-20 17:55:36,20.8947,-156.47,71.6,73,1,5.75
311,Pevek,RU,2021-01-20 17:55:36,69.7008,170.3133,-33.88,82,26,2.39
312,Sri Aman,MY,2021-01-20 17:55:37,1.2376,111.4621,75.2,100,97,0.38
313,Byron Bay,AU,2021-01-20 17:55:37,-28.65,153.6167,66.2,94,75,6.91
314,Ardakan,IR,2021-01-20 17:55:38,32.31,54.0175,66.2,20,20,16.11
315,La Libertad,EC,2021-01-20 17:55:38,-2.2333,-80.9,84.2,65,40,10.36
316,Iberia,US,2021-01-20 17:55:39,29.9502,-91.7507,71.01,72,40,5.75
317,Avera,US,2021-01-20 17:55:39,33.194,-82.5271,60.8,31,1,11.5
318,Benguela,AO,2021-01-20 17:55:39,-12.5763,13.4055,78.24,70,26,9.17
319,Jiazi,CN,2021-01-20 17:55:40,22.8779,116.067,63.27,83,99,14.61
320,Brae,GB,2021-01-20 17:55:40,60.3964,-1.353,41.0,75,40,27.63
321,Leningradskiy,RU,2021-01-20 17:55:40,69.3833,178.4167,-25.74,80,1,2.57
322,Kiunga,PG,2021-01-20 17:55:40,-6.1219,141.2906,73.36,99,100,0.98
323,Saint Stephen,GB,2021-01-20 17:55:40,50.3333,-4.9,51.8,93,75,20.71
324,Ponta Do Sol,PT,2021-01-20 17:55:41,32.6667,-17.1,62.01,66,77,4.0
325,Houma,US,2021-01-20 17:55:42,29.5958,-90.7195,69.01,72,75,5.75
326,Kibuye,RW,2021-01-20 17:55:42,-2.0597,29.3482,66.29,80,100,3.65
327,Tankhoy,RU,2021-01-20 17:55:42,51.5528,105.1306,2.88,90,100,4.72
328,Maldonado,UY,2021-01-20 17:51:53,-34.6667,-54.9167,80.6,61,20,13.8
329,Kruisfontein,ZA,2021-01-20 17:55:43,-34.0033,24.7314,69.01,74,68,5.01
330,Te Anau,NZ,2021-01-20 17:55:45,-45.4167,167.7167,47.71,88,100,3.47
331,Sao Paulo De Olivenca,BR,2021-01-20 17:55:45,-3.3783,-68.8725,78.96,85,98,2.73
332,North Myrtle Beach,US,2021-01-20 17:55:45,33.816,-78.68,63.0,44,1,8.05
333,Shahganj,IN,2021-01-20 17:55:45,26.05,82.6833,60.8,82,0,4.61
334,Del Rio,US,2021-01-20 17:55:45,29.3627,-100.8968,48.2,87,90,12.66
335,Platteville,US,2021-01-20 17:55:45,42.7342,-90.4785,21.0,79,1,14.97
336,Denpasar,ID,2021-01-20 17:55:28,-8.65,115.2167,80.6,94,40,2.3
337,San Quintin,MX,2021-01-20 17:55:46,30.4833,-115.95,61.45,76,100,18.25
338,Kanniyakumari,IN,2021-01-20 17:55:46,8.0833,77.5667,79.41,74,55,5.1
339,Waipawa,NZ,2021-01-20 17:55:49,-41.4122,175.5153,59.0,67,30,20.71
340,Port Hedland,AU,2021-01-20 17:55:49,-20.3167,118.5667,82.4,83,42,15.7
341,Chara,RU,2021-01-20 17:55:50,56.9064,118.2631,-15.07,71,100,3.42
342,Sorkjosen,NO,2021-01-20 17:55:51,69.8,20.9333,19.4,63,40,14.97
343,Vila,PT,2021-01-20 17:55:51,42.0304,-8.1588,48.99,94,100,18.01
344,Ouro Preto Do Oeste,BR,2021-01-20 17:52:01,-10.7481,-62.2158,72.95,97,100,4.16
345,Dinguiraye,GN,2021-01-20 17:55:52,11.3,-10.7167,89.53,12,2,3.53
346,Hervey Bay,AU,2021-01-20 17:55:52,-25.2986,152.8535,75.99,73,40,10.36
347,Cockburn Town,TC,2021-01-20 17:55:52,21.4612,-71.1419,80.6,65,40,9.22
348,Beni,CD,2021-01-20 17:55:53,0.5,29.4667,68.59,76,88,3.27
349,Comodoro Rivadavia,AR,2021-01-20 17:51:32,-45.8667,-67.5,84.2,30,0,16.11
350,Baghdad,IQ,2021-01-20 17:52:28,33.3406,44.4009,51.8,76,75,5.75
351,Guerrero Negro,MX,2021-01-20 17:55:53,27.9769,-114.0611,72.63,52,28,25.03
352,Antofagasta,CL,2021-01-20 17:55:54,-23.65,-70.4,75.0,60,20,16.11
353,Port Talbot,GB,2021-01-20 17:55:54,51.5924,-3.7802,50.0,95,100,5.01
354,Oruro,BO,2021-01-20 17:55:38,-17.9833,-67.15,59.0,47,83,10.83
355,Uarini,BR,2021-01-20 17:55:54,-2.99,-65.1083,82.4,89,75,5.75
356,Shiyan,CN,2021-01-20 17:55:55,32.6475,110.7781,44.38,59,87,0.85
357,Kinkala,CG,2021-01-20 17:55:56,-4.3614,14.7644,87.8,58,20,3.44
358,Grindavik,IS,2021-01-20 17:55:57,63.8424,-22.4338,24.8,74,75,24.16
359,Providencia,MX,2021-01-20 17:55:57,28.7167,-111.5833,66.0,80,93,11.01
360,Mahebourg,MU,2021-01-20 17:55:59,-20.4081,57.7,78.8,94,40,1.14
361,Priargunsk,RU,2021-01-20 17:56:00,50.3691,119.1012,-3.64,84,70,4.63
362,Salekhard,RU,2021-01-20 17:56:00,66.53,66.6019,-20.29,87,100,16.11
363,Terney,RU,2021-01-20 17:56:00,45.0503,136.6092,16.09,89,34,4.5
364,Saint George,US,2021-01-20 17:56:00,37.1041,-113.5841,52.0,48,53,4.34
365,Shingu,JP,2021-01-20 17:56:04,33.7333,135.9833,39.24,73,0,5.21
366,Aklavik,CA,2021-01-20 17:56:04,68.2191,-135.0107,3.2,85,90,4.61
367,Lata,PT,2021-01-20 17:56:04,40.1629,-8.3327,57.0,91,100,1.99
368,Svobodnyy,RU,2021-01-20 17:56:05,51.4,128.1333,-15.86,87,85,12.17
369,Storforshei,NO,2021-01-20 17:56:05,66.4043,14.5233,23.0,58,75,17.27
370,Gazojak,TM,2021-01-20 17:56:06,41.1875,61.4036,36.61,81,1,11.16
371,Tinaquillo,VE,2021-01-20 17:56:06,9.9186,-68.3047,84.74,53,76,2.33
372,Weligama,LK,2021-01-20 17:56:06,5.9667,80.4167,77.14,84,10,5.03
373,College,US,2021-01-20 17:56:07,64.8569,-147.8028,10.99,78,75,5.75
374,Urengoy,RU,2021-01-20 17:56:07,65.9667,78.3667,-34.51,84,3,2.66
375,Mandalgovi,MN,2021-01-20 17:51:16,45.7625,106.2708,15.15,83,68,9.4
376,Pemangkat,ID,2021-01-20 17:56:08,1.1667,108.9667,77.97,88,100,8.97
377,Beausejour,CA,2021-01-20 17:56:08,50.0622,-96.5167,37.99,70,97,6.91
378,Ferrol,ES,2021-01-20 17:56:15,43.4832,-8.2369,55.99,70,95,10.0
379,Aitape,PG,2021-01-20 17:56:17,-3.1374,142.3475,77.68,81,100,2.53
380,Arlit,NE,2021-01-20 17:56:17,18.7369,7.3853,71.01,19,0,10.33
381,Brits,ZA,2021-01-20 17:56:18,-25.6347,27.7802,84.2,39,0,6.91
382,Brindisi,IT,2021-01-20 17:56:19,40.5833,17.6667,50.0,81,0,3.44
383,Koshki,RU,2021-01-20 17:56:19,54.2091,50.4677,-2.0,93,95,8.08
384,Pitimbu,BR,2021-01-20 17:56:19,-7.4706,-34.8086,84.2,70,75,12.66
385,Maicao,CO,2021-01-20 17:56:19,11.3832,-72.2432,85.17,54,16,17.58
386,Praia Da Vitoria,PT,2021-01-20 17:56:20,38.7333,-27.0667,69.8,68,20,16.11
387,Kamenka,RU,2021-01-20 17:56:21,51.3223,42.7678,-6.16,92,83,7.14
388,Noumea,NC,2021-01-20 17:56:22,-22.2763,166.4572,79.0,83,75,3.44
389,Saldanha,ZA,2021-01-20 17:56:22,-33.0117,17.9442,82.4,30,0,12.66
390,Georgetown,MY,2021-01-20 17:56:22,5.4112,100.3354,77.0,88,20,6.49
391,Wamba,NG,2021-01-20 17:56:22,8.9333,8.6,82.4,15,0,4.47
392,Puerto Madryn,AR,2021-01-20 17:56:23,-42.7692,-65.0385,86.54,26,0,13.53
393,Djibo,BF,2021-01-20 17:56:23,14.1022,-1.6306,80.96,15,0,10.69
394,Kimbe,PG,2021-01-20 17:56:23,-5.5502,150.1429,75.94,89,99,2.21
395,Najran,SA,2021-01-20 17:56:23,17.4924,44.1277,66.2,18,0,3.44
396,Waddan,LY,2021-01-20 17:56:24,29.1614,16.139,53.53,45,0,8.37
397,Kardla,EE,2021-01-20 17:56:24,58.9978,22.7492,24.8,93,90,19.57
398,Serebryansk,KZ,2021-01-20 17:56:24,49.6925,83.2892,26.6,93,90,13.42
399,Sur,OM,2021-01-20 17:53:33,22.5667,59.5289,69.91,66,0,4.41
400,Issoire,FR,2021-01-20 17:56:26,45.55,3.25,53.6,50,90,27.63
401,Cabo San Lucas,MX,2021-01-20 17:56:27,22.8909,-109.9124,64.4,82,90,5.75
402,Nyuksenitsa,RU,2021-01-20 17:56:28,60.4128,44.2397,1.33,94,90,5.37
403,Socorro,US,2021-01-20 17:56:29,31.6546,-106.3033,44.01,75,90,9.22
404,Katesh,TZ,2021-01-20 17:56:30,-4.5167,35.3833,59.2,90,48,2.13
405,Lahad Datu,MY,2021-01-20 17:56:30,5.0268,118.327,77.52,87,90,2.1
406,Ambilobe,MG,2021-01-20 17:56:30,-13.2,49.05,74.5,92,100,0.58
407,Shaunavon,CA,2021-01-20 17:52:04,49.6501,-108.4181,24.8,54,2,18.41
408,Marystown,CA,2021-01-20 17:56:30,47.1666,-55.1483,26.19,92,100,27.36
409,Chabahar,IR,2021-01-20 17:56:31,25.2919,60.643,69.87,72,0,3.76
410,Medea,DZ,2021-01-20 17:56:31,36.2642,2.7539,60.8,39,0,4.61
411,Marquette,US,2021-01-20 17:53:46,46.5333,-87.6335,14.0,63,100,7.0
412,Gogrial,SS,2021-01-20 17:56:31,8.5332,28.1004,76.44,17,0,5.37
413,Vardo,NO,2021-01-20 17:56:31,70.3705,31.1107,24.8,63,20,20.71
414,Aniva,RU,2021-01-20 17:56:31,46.7144,142.5294,-4.0,84,98,2.24
415,Narsaq,GL,2021-01-20 17:56:31,60.9167,-46.05,39.2,28,75,20.71
416,Shache,CN,2021-01-20 17:56:39,38.4167,77.2406,31.32,72,2,4.03
417,Grodzisk Wielkopolski,PL,2021-01-20 17:56:39,52.2276,16.3653,42.8,75,20,9.22
418,Nishihara,JP,2021-01-20 17:56:40,26.1842,127.7558,69.8,73,75,8.05
419,Zeya,RU,2021-01-20 17:56:40,53.75,127.2667,-22.72,81,96,3.0
420,Nosy Varika,MG,2021-01-20 17:56:40,-20.5833,48.5333,79.59,88,93,5.59
421,Sept-Iles,CA,2021-01-20 17:54:39,50.2001,-66.3821,9.0,56,0,9.22
422,Plouzane,FR,2021-01-20 17:56:40,48.3833,-4.6167,51.8,93,90,17.27
423,Wajima,JP,2021-01-20 17:56:41,37.4,136.9,37.94,77,0,4.65
424,Kolokani,ML,2021-01-20 17:56:41,13.5728,-8.0339,88.07,12,2,8.21
425,Kyra,RU,2021-01-20 17:56:41,49.5776,111.9753,5.31,84,64,5.39
426,Jinji,CN,2021-01-20 17:56:41,23.2281,110.8261,62.53,72,87,2.57
427,Sovetskiy,RU,2021-01-20 17:56:42,61.3614,63.5842,-0.71,93,100,6.35
428,Jiangyou,CN,2021-01-20 17:56:42,31.7667,104.7167,44.62,69,99,2.28
429,Fallon,US,2021-01-20 17:56:43,39.4735,-118.7774,35.01,50,1,1.45
430,Staraya Kulatka,RU,2021-01-20 17:56:43,52.7167,47.6167,-6.81,89,47,5.64
431,Minuri,PH,2021-01-20 17:56:43,16.535,121.8574,72.54,92,100,3.06
432,Veraval,IN,2021-01-20 17:56:45,20.9,70.3667,69.91,46,0,8.84
433,Elat,IL,2021-01-20 17:56:45,29.5581,34.9482,57.2,47,20,11.5
434,Faya,SA,2021-01-20 17:56:45,18.3851,42.4509,59.0,88,0,4.61
435,Oktyabrskiy,RU,2021-01-20 17:56:45,54.4815,53.471,-6.61,90,99,6.91
436,Comendador,DO,2021-01-20 17:56:46,18.8775,-71.7028,84.16,42,86,2.71
437,Belaya Gora,RU,2021-01-20 17:56:49,68.5333,146.4167,-45.33,80,38,2.1
438,Mbigou,GA,2021-01-20 17:56:49,-1.9005,11.906,69.96,96,69,2.44
439,Homer,US,2021-01-20 17:56:50,59.6425,-151.5483,39.0,80,75,6.64
440,Shu,KZ,2021-01-20 17:56:50,43.5983,73.7614,30.99,70,100,5.01
441,Labuhan,ID,2021-01-20 17:56:50,-6.8844,112.2051,78.3,86,100,7.78
442,Padang,ID,2021-01-20 17:54:24,-0.9492,100.3543,75.2,88,20,2.3
443,San Clemente,US,2021-01-20 17:55:27,33.427,-117.612,70.0,44,50,5.99
444,Huanuni,BO,2021-01-20 17:56:51,-18.2667,-66.85,48.83,66,92,11.79
445,Haines Junction,CA,2021-01-20 17:56:52,60.7522,-137.5108,-2.2,84,99,2.3
446,Yatou,CN,2021-01-20 17:56:53,37.15,122.3833,38.43,93,62,2.39
447,Bure,ET,2021-01-20 17:56:53,10.7,37.0667,64.98,37,80,7.78
448,Sangar,RU,2021-01-20 17:56:54,63.9242,127.4739,-35.28,83,100,3.24
449,Sainte-Maxime,FR,2021-01-20 17:56:54,43.3,6.6333,54.0,76,90,5.75
450,Jam Sahib,PK,2021-01-20 17:56:54,26.2958,68.6292,59.0,63,0,4.61
451,Teeli,RU,2021-01-20 17:56:54,51.0333,90.2333,2.98,87,94,1.03
452,Wajir,KE,2021-01-20 17:56:55,1.7471,40.0573,89.73,20,100,12.03
453,Karratha,AU,2021-01-20 17:56:55,-20.7377,116.8463,89.13,45,62,1.16
454,Mogadishu,SO,2021-01-20 17:55:25,2.0371,45.3438,79.61,80,98,23.91
455,Chumikan,RU,2021-01-20 17:56:56,54.7183,135.315,-9.4,86,100,14.18
456,Ribeira Brava,PT,2021-01-20 17:56:57,32.65,-17.0667,62.01,87,79,4.0
457,Bairiki,KI,2021-01-20 17:56:57,1.3292,172.9752,78.8,83,75,8.05
458,San Diego,US,2021-01-20 17:56:57,32.7153,-117.1573,70.0,37,40,13.8
459,Port Hardy,CA,2021-01-20 17:56:57,50.6996,-127.4199,37.4,100,90,5.75
460,Malakal,SS,2021-01-20 17:56:58,9.5334,31.6605,77.52,21,52,6.4
461,Sao Francisco De Assis,BR,2021-01-20 17:56:58,-29.5503,-55.1311,88.61,45,22,18.97
462,Bereda,ES,2021-01-20 17:56:59,43.2686,-7.5406,52.0,98,98,10.0
463,Kango,GA,2021-01-20 17:56:59,0.1943,10.0951,76.98,88,86,4.25
464,Gwanda,ZW,2021-01-20 17:56:59,-20.9333,29.0,68.18,93,49,7.52
465,Taltal,CL,2021-01-20 17:57:00,-25.4,-70.4833,70.7,60,6,6.89
466,Muzhi,RU,2021-01-20 17:57:01,65.3667,64.6667,-13.52,89,100,12.39
467,Santa Isabel Do Rio Negro,BR,2021-01-20 17:57:02,-0.4139,-65.0192,86.34,63,100,1.79
468,Pisco,PE,2021-01-20 17:57:02,-13.7,-76.2167,75.99,78,0,10.36
469,Tibiri,NE,2021-01-20 17:57:03,13.5627,7.0485,80.6,14,0,11.5
470,Den Helder,NL,2021-01-20 17:57:03,52.9599,4.7593,48.0,71,90,18.41
471,Los Llanos De Aridane,ES,2021-01-20 17:57:03,28.6585,-17.9182,68.0,64,0,4.61
472,Kirovsk,UA,2021-01-20 17:57:04,48.6375,38.6428,-0.81,92,25,4.27
473,Miri,MY,2021-01-20 17:57:04,4.4148,114.0089,77.0,100,40,3.44
474,Mizque,BO,2021-01-20 17:57:04,-17.941,-65.3402,70.39,51,78,11.25
475,Norman Wells,CA,2021-01-20 17:57:08,65.282,-126.8329,8.6,78,90,5.75
476,Ravar,IR,2021-01-20 17:57:09,31.2656,56.8055,54.36,34,62,6.91
477,Tucurui,BR,2021-01-20 17:57:10,-3.7661,-49.6725,72.95,93,100,1.52
478,Zhangye,CN,2021-01-20 17:57:11,38.9342,100.4517,20.61,67,35,3.58
479,San Lorenzo,PY,2021-01-20 17:57:12,-25.3333,-57.5333,87.8,62,75,10.36
480,Manaure,CO,2021-01-20 17:57:12,11.7751,-72.4445,86.52,50,34,18.97
481,Tutoia,BR,2021-01-20 17:57:12,-2.7619,-42.2744,84.2,74,75,14.97
482,Renqiu,CN,2021-01-20 17:57:12,38.6989,116.0936,26.94,87,100,2.44
483,Rio Grande,BR,2021-01-20 17:54:59,-32.035,-52.0986,80.6,57,75,14.97
484,Neijiang,CN,2021-01-20 17:57:13,29.5835,105.0622,47.89,76,100,1.66
485,Sumenep,ID,2021-01-20 17:57:13,-7.0167,113.8667,77.95,85,100,8.12
486,Nakusp,CA,2021-01-20 17:57:13,50.2499,-117.8023,28.99,93,26,3.44
487,Qunduz,AF,2021-01-20 17:57:14,36.729,68.857,49.91,52,5,1.81
488,Ayr,GB,2021-01-20 17:56:25,55.4627,-4.6339,37.4,93,75,2.3
489,Capoeiras,BR,2021-01-20 17:57:14,-8.7347,-36.6267,81.27,48,97,14.36
490,Vila Velha,BR,2021-01-20 17:55:43,-20.3297,-40.2925,89.6,45,40,14.97
491,Mangrol,IN,2021-01-20 17:57:16,21.1167,70.1167,68.79,44,0,11.54
492,Beringovskiy,RU,2021-01-20 17:57:16,63.05,179.3167,15.03,95,100,17.52
493,Mount Gambier,AU,2021-01-20 17:57:17,-37.8333,140.7667,50.0,93,94,5.75
494,Balakhninskiy,RU,2021-01-20 17:57:17,58.0106,114.2769,-15.23,82,100,2.64
495,San Andres,CO,2021-01-20 17:53:56,12.5847,-81.7006,84.2,70,20,21.85
496,Merauke,ID,2021-01-20 17:56:48,-8.4667,140.3333,80.15,83,100,9.13
497,La Palma,US,2021-01-20 17:57:18,33.8464,-118.0467,70.0,30,20,23.02
498,Namatanai,PG,2021-01-20 17:57:18,-3.6667,152.4333,79.3,74,92,7.54
499,Puerto Narino,CO,2021-01-20 17:57:19,-3.7703,-70.3831,80.6,83,75,4.61
500,Sergeyevka,KZ,2021-01-20 17:57:19,53.88,67.4158,0.75,92,100,15.99
501,Coquimbo,CL,2021-01-20 17:57:19,-29.9533,-71.3436,66.2,68,40,11.5
502,Bull Savanna,JM,2021-01-20 17:57:21,17.8868,-77.5902,81.09,62,0,6.6
503,Portland,US,2021-01-20 17:54:17,45.5234,-122.6762,39.0,100,75,1.16
504,Vestmannaeyjar,IS,2021-01-20 17:57:22,63.4427,-20.2734,30.2,64,0,17.27
505,Kargasok,RU,2021-01-20 17:57:22,59.0556,80.8572,-23.64,85,66,6.29
506,Kajaani,FI,2021-01-20 17:56:16,64.2273,27.7285,15.8,79,90,12.66
507,Tashtagol,RU,2021-01-20 17:57:23,52.7657,87.8894,5.86,90,99,3.15
508,Nerchinskiy Zavod,RU,2021-01-20 17:57:23,51.3088,119.61,-15.86,88,10,1.1
509,Ihosy,MG,2021-01-20 17:57:23,-22.4,46.1167,72.9,86,66,9.4
510,Saint-Ambroise,CA,2021-01-20 17:57:23,48.5501,-71.3324,9.0,72,75,8.05
511,Pimenta Bueno,BR,2021-01-20 17:57:23,-11.6725,-61.1936,74.44,94,100,4.45
512,Ust-Nera,RU,2021-01-20 17:57:23,64.5667,143.2,-19.57,67,100,0.83
513,Renfrew,GB,2021-01-20 17:57:24,55.872,-4.3925,35.6,93,20,4.61
514,Valparaiso,CL,2021-01-20 17:57:24,-33.0393,-71.6273,66.2,77,62,6.91
515,Mnogovershinnyy,RU,2021-01-20 17:57:24,53.9353,139.9242,-16.01,84,74,3.2
516,Newport,GB,2021-01-20 17:55:10,51.5877,-2.9984,52.0,99,100,5.99
517,Adre,TD,2021-01-20 17:57:25,13.4667,22.2,65.91,24,1,16.75
518,Grahamstown,ZA,2021-01-20 17:57:26,-33.3042,26.5328,70.0,84,91,1.99
519,Bulungu,CD,2021-01-20 17:53:08,-4.55,18.6,75.94,73,22,1.07
520,Praya,CV,2021-01-20 17:57:27,14.9215,-23.5087,77.0,53,95,20.71
521,Kijang,KR,2021-01-20 17:57:27,35.2442,129.2139,32.0,80,20,4.61
522,Jose Bonifacio,BR,2021-01-20 17:57:28,-21.0528,-49.6883,87.8,40,40,4.61
523,Axim,GH,2021-01-20 17:57:29,4.8699,-2.2405,80.94,80,98,5.99
524,Harper,LR,2021-01-20 17:57:29,4.375,-7.7169,81.68,75,91,4.81
525,Saint-Gaudens,FR,2021-01-20 17:57:29,43.0833,0.6667,57.2,38,75,9.22
526,Buckeye,US,2021-01-20 17:54:53,33.3703,-112.5838,68.0,33,92,3.0
527,Aswan,EG,2021-01-20 17:57:33,24.0934,32.907,57.22,37,0,13.85
528,Chiang Klang,TH,2021-01-20 17:57:33,19.2938,100.8617,63.5,66,0,1.01
529,Natal,BR,2021-01-20 17:53:44,-5.795,-35.2094,86.0,83,75,12.66
530,Tiarei,PF,2021-01-20 17:57:36,-17.5333,-149.3333,82.4,69,20,2.3
531,Rancho Palos Verdes,US,2021-01-20 17:57:38,33.7445,-118.387,69.01,38,1,18.99
532,Grand Gaube,MU,2021-01-20 17:57:38,-20.0064,57.6608,81.0,83,1,5.01
533,Ouahigouya,BF,2021-01-20 17:57:39,13.5828,-2.4216,82.54,14,0,10.96
534,Neiafu,TO,2021-01-20 17:57:42,-18.65,-173.9833,78.8,89,40,4.61
535,Hun,LY,2021-01-20 17:57:42,29.1268,15.9477,53.67,45,0,9.06
536,Ulladulla,AU,2021-01-20 17:57:42,-35.35,150.4667,55.0,100,68,3.6
537,Rantoul,US,2021-01-20 17:57:42,40.3084,-88.1559,28.0,63,1,9.22
538,Somerset West,ZA,2021-01-20 17:57:42,-34.084,18.8211,70.0,64,0,17.27
539,Kieta,PG,2021-01-20 17:57:42,-6.2167,155.6333,79.27,75,87,4.54
540,Port Macquarie,AU,2021-01-20 17:57:43,-31.4333,152.9167,64.4,94,90,1.14
541,Xinyu,CN,2021-01-20 17:57:43,27.8043,114.9334,53.71,62,18,3.71
542,Nueva Rosita,MX,2021-01-20 17:57:43,27.95,-101.2167,48.0,89,99,5.01
543,Fangshan,CN,2021-01-20 17:57:43,39.6983,115.9925,30.99,65,100,1.9
544,Abu Dhabi,AE,2021-01-20 17:57:44,24.4667,54.3667,69.8,78,0,4.12
545,Nalgonda,IN,2021-01-20 17:57:45,17.05,79.2667,71.22,50,0,7.09
546,Rassvet,RU,2021-01-20 17:57:45,46.8333,40.75,0.91,92,4,1.45
547,Pembroke,CA,2021-01-20 17:54:20,45.8168,-77.1162,10.0,56,20,10.36
548,Goderich,CA,2021-01-20 17:57:46,43.7501,-81.7165,23.0,68,100,11.5
549,Yarada,IN,2021-01-20 17:57:46,17.65,83.2667,73.4,94,0,2.3
550,Camocim,BR,2021-01-20 17:55:56,-2.9022,-40.8411,83.82,70,99,12.26
551,Kampot,KH,2021-01-20 17:57:46,10.6167,104.1833,74.35,70,59,6.15
552,Eresos,GR,2021-01-20 17:57:47,39.1667,25.9333,42.8,56,20,3.44
553,San Rafael,AR,2021-01-20 17:57:47,-34.6177,-68.3301,93.06,14,0,16.35
554,Kyshtovka,RU,2021-01-20 17:57:48,56.555,76.6271,-8.34,89,100,11.65
555,Otradnoye,RU,2021-01-20 17:57:48,59.7775,30.8181,15.8,86,90,4.47
556,Bavaniste,RS,2021-01-20 17:57:48,44.8189,20.8758,44.6,61,0,9.22
557,Dingle,PH,2021-01-20 17:57:48,10.9995,122.6711,76.14,91,100,3.76
558,Liverpool,GB,2021-01-20 17:57:50,53.4106,-2.9779,41.0,93,90,9.22
559,Bara,NG,2021-01-20 17:57:50,10.3744,10.7288,76.98,20,0,7.76
560,Yulara,AU,2021-01-20 17:57:51,-25.2406,130.9889,78.8,12,0,6.91
561,Sinnamary,GF,2021-01-20 17:57:52,5.3833,-52.95,81.72,70,96,9.8
562,Kazerun,IR,2021-01-20 17:57:53,29.6195,51.6541,56.44,38,1,6.08
